Date,Description,Amount,Type,Category
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-19,LIC insurance premium,2000.0,Expense,Insurance
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-20,Zepto grocery delivery,226.54,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,BigBasket groceries,1855.2,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-24,Zepto grocery delivery,623.14,Expense,Groceries
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
2025-02-25,Swiggy order,141.75,Expense,Food & Dining
